metric,batch_average,pooled
MAE,0.9320882817632273,0.932088315486908
MSE,1.6164726952188893,1.616472601890564
RMSE,1.234919042040581,1.2714057581632088
NRMSE,0.262715040853149,0.26778677105903625
R,0.26475692265912104,0.3541947603225708
