epoch,loss
1,0.417265653416204
2,0.37329809154228616
3,0.343987143986548
4,0.33219692650406313
5,0.29338101014339674
6,0.2501608153494696
7,0.21653384738601744
8,0.19648204351930568
9,0.17251179177158824
10,0.14625288606233275
