metric,batch_average,pooled
MAE,0.8381336175520485,0.8381336331367493
MSE,1.3677795047698036,1.3677794933319092
RMSE,1.132073687929396,1.1695210529665163
NRMSE,0.2190888377322334,0.2238340973854065
R,0.7365745078168513,0.7888323664665222
